index,xmin,xmax,ymin,ymax,zmin,zmax
0,0.38,1.6200000000000001,0.29999999999999999,1.1399999999999999,0.25,1.25
1,1.3799999999999999,2.6200000000000001,0.70000000000000018,1.54,0.25,1.25
2,2.3799999999999999,3.6200000000000001,0.26000000000000006,1.1000000000000001,0.25,1.25
3,3.3799999999999999,4.6200000000000001,-0.77000000000000002,0.070000000000000007,0.25,1.25
4,4.3799999999999999,5.6200000000000001,-1.4399999999999999,-0.60000000000000009,0.25,1.25
5,5.3799999999999999,6.6200000000000001,-1,-0.15999999999999998,0.25,1.25
6,6.3799999999999999,7.6200000000000001,0.030000000000000027,0.87,0.25,1.25
