method,iter,cost,energy,time_cost,corridor_cost,total_time,grad_norm
MINCO,56,170.56024795041651,28.836460336148193,140.1037678768262,1.6200197374421343,5.6041507150730476,30.506782164046005
MINCO,57,170.45783309246229,28.828766048777599,140.11675948986269,1.5123075538220119,5.6046703795945074,21.858870284399469
MINCO,58,170.31275495620795,28.743679025413705,140.15595007600865,1.4131258547855898,5.606238003040346,20.096491572767086
MINCO,59,170.28102045603677,28.590814394285164,140.18231180966444,1.5078942520871723,5.6072924723865771,30.225139556230278
MINCO,60,170.22197592661496,28.468657168979171,140.20011856491433,1.5532001927214365,5.6080047425965729,13.463487779079687
MINCO,61,170.19017338707684,28.313794115719318,140.2182130783458,1.6581661930117435,5.6087285231338324,13.140227195524769
MINCO,62,170.14790376934084,27.960788462845528,140.30467412817202,1.8824411783232875,5.612186965126881,33.108346547813319
MINCO,63,170.0952105180219,27.908572748226355,140.31514060455737,1.8714971652381611,5.6126056241822946,14.707222880788814
MINCO,64,170.07293993561049,27.866230918351654,140.34290910832073,1.8637999089381252,5.6137163643328289,7.1802031055130762
MINCO,65,170.06541321790138,27.850323635312392,140.3558748789616,1.8592147036273887,5.6142349951584638,8.4173599647986581
MINCO,66,170.0367883445104,27.876307592604295,140.37869524652226,1.7817855053838463,5.6151478098608898,13.58322331433266
MINCO,67,170.03163588488295,27.87978723039684,140.41287021830843,1.7389784361777025,5.6165148087323367,20.405685457261985
MINCO,68,170.00944865831332,27.919195732280588,140.3889019135481,1.7013510124846178,5.6155560765419237,6.4047832515634564
MINCO,69,170.0035252921015,27.937467199304965,140.37498043625249,1.6910776565440426,5.6149992174500998,5.4757894841836654
MINCO,70,169.9934590397344,27.965526691917013,140.35780978241993,1.6701225653974752,5.6143123912967976,7.9820536666809563
MINCO,71,169.97807894492331,27.980089926455399,140.33682249505461,1.6611665234132942,5.6134728998021846,12.213404029978646
MINCO,72,169.95842152384819,27.989388350352666,140.32101652207564,1.6480166514198868,5.612840660883025,10.774865937495553
MINCO,73,169.93464787699091,27.934162177155276,140.32647189661512,1.6740138032204996,5.6130588758646045,13.037433703009309
MINCO,74,169.91516103672851,27.851694416123454,140.31545584320511,1.7480107773999505,5.6126182337282042,19.212132076929688
MINCO,75,169.89431401393179,27.771074681275003,140.33519851273923,1.788040819917565,5.6134079405095685,11.625969944327386
MINCO,76,169.87312762172297,27.691730324022984,140.33810447197172,1.8432928257282712,5.613524178878869,8.1963843528920659
MINCO,77,169.84763944250571,27.624376410860691,140.3149765081794,1.9082865234656219,5.6125990603271765,7.6514715944397924
MINCO,78,169.82887582617352,27.639530769099888,140.27782418324358,1.9115208738300509,5.6111129673297437,6.1856511307870683
MINCO,79,169.82662356451726,27.786708952606809,140.20344492068588,1.8364696912245664,5.6081377968274353,20.180060031966683
MINCO,80,169.80915221829625,27.805607608608454,140.18701971427853,1.8165248954092452,5.6074807885711415,5.8503605619429457
MINCO,81,169.80500182846532,27.804329985616146,140.18869613607256,1.8119757067766287,5.6075478454429026,4.3798549520237504
MINCO,82,169.79882112408987,27.873480433624628,140.17410846809631,1.7512322223689467,5.6069643387238521,3.7932462926296746
MINCO,83,169.79371443484132,27.982754053473041,140.11115763389569,1.6998027474725987,5.6044463053558271,5.3676885231554756
MINCO,84,169.78998686652096,28.022559179662981,140.08583832526588,1.6815893615921025,5.6034335330106355,11.680372390876965
MINCO,85,169.78462876997196,27.993376929764473,140.09003935234438,1.7012124878631154,5.6036015740937746,3.6745305899937168
MINCO,86,169.78245020693134,27.974197198631025,140.08107716758468,1.727175840715625,5.6032430867033876,2.9592580507133488
MINCO,87,169.77966467530646,27.957627959520547,140.06048251668346,1.7615541991024466,5.6024193006673384,4.4286656288689938
MINCO,88,169.77791487651882,27.947981474167733,140.02472255180237,1.8052108505487294,5.6009889020720953,10.291905536964157
MINCO,89,169.77404102818053,27.948153482742384,140.02314457418018,1.8027429712579817,5.6009257829672068,3.8304201825899882
MINCO,90,169.7718945974562,27.954940306796267,140.01949594467379,1.7974583459861424,5.600779837786952,2.436333274561933
MINCO,91,169.77048178784472,27.962489460555862,140.01248297102913,1.7955093562597155,5.6004993188411651,2.5975005852825794
MINCO,92,169.76844816585378,27.986723092966319,139.99645779582869,1.785267277058769,5.5998583118331471,2.7414129932901923
MINCO,93,169.76799240333295,28.003316010183081,139.98438480136679,1.7802915917830862,5.5993753920546716,4.7446597492634224
MINCO,94,169.76704414128821,28.014280148112697,139.97926603860236,1.7734979545731311,5.5991706415440943,1.5256531027325717
MINCO,95,169.76676368663979,28.018407736174325,139.97765142751794,1.7707045229475233,5.5991060571007178,1.192311039678688
MINCO,96,169.76630579693605,28.024519693255158,139.97444245501543,1.767343648665441,5.598977698200617,1.4821185933874514
MINCO,97,169.76621999355226,28.02592892477098,139.97174072642648,1.7685503423548259,5.5988696290570594,3.6177902850895398
MINCO,98,169.76581933419845,28.023501257856761,139.97169823185493,1.7706198444867707,5.5988679292741974,1.1789260506121519
MINCO,99,169.76567022283211,28.019552737856237,139.97176028222583,1.7743572027500469,5.5988704112890328,0.948074491114832
MINCO,100,169.76543656257701,28.011519709254621,139.97163264036257,1.7822842129598193,5.5988653056145026,1.178344007680177
MINCO,101,169.76505339742033,28.001399715008056,139.97088841374529,1.7927652686669895,5.5988355365498119,1.3417410936544358
MINCO,102,169.76493643950869,27.995607929175058,139.97092839003957,1.7984001202940401,5.5988371356015829,1.7590015908042187
MINCO,103,169.7646896042628,27.990924008611216,139.97039555119665,1.8033700444549272,5.5988158220478663,0.84594859776851639
MINCO,104,169.76454465580042,27.990884716755346,139.9705895154392,1.8030704236058694,5.5988235806175686,0.74448972867345742
MINCO,105,169.76424341965361,27.994040716163838,139.97207321513656,1.7981294883531922,5.5988829286054624,1.3499226555906396
MINCO,106,169.76400450781446,27.995593504814977,139.97440883127018,1.79400217172931,5.5989763532508077,1.9527664907009425
MINCO,107,169.76373698376705,27.997677332584605,139.9759133337827,1.7901463173997376,5.5990365333513079,1.087254541164032
MINCO,108,169.7634321429218,27.999701398519555,139.97855704865333,1.7851736957488968,5.5991422819461327,1.1142984595403811
MINCO,109,169.76311202935503,27.996908984977601,139.98053440455888,1.7856686398185391,5.5992213761823555,2.1215935939070314
MINCO,110,169.76247618326391,27.993865485702969,139.9845055166079,1.7841051809530351,5.5993802206643153,2.687419006884749
MINCO,111,169.76082607629263,27.983280592287134,139.99583999896745,1.7817054850380281,5.5998335999586981,3.0643845736858473
MINCO,112,169.76004655941162,27.981694916792868,140.0059112306308,1.772440411987966,5.6002364492252319,4.1682563203498564
MINCO,113,169.75887130283905,27.972710928404073,140.01007206929194,1.7760883051430587,5.600402882771677,1.7193600199264594
MINCO,114,169.75820340901379,27.968999105767022,140.0124688495564,1.7767354536903675,5.6004987539822562,1.612851797921395
MINCO,115,169.75763565823331,27.96713795559063,140.01535066678736,1.7751470358553236,5.6006140266714945,1.8044864698172389
MINCO,116,169.75639669484417,27.963074572460751,140.02485588307673,1.7684662393066966,5.6009942353230695,3.0790061020812614
MINCO,117,169.75488215339377,27.949458648512177,140.03919565161712,1.7662278532644762,5.6015678260646853,2.4536957320842534
MINCO,118,169.75354353077518,27.939699054501745,140.04742653436756,1.7664179419058588,5.6018970613747019,1.9525154693566262
MINCO,119,169.75232866266123,27.926492117320443,140.05878378815672,1.7670527571840846,5.6023513515262682,3.1133758524372266
MINCO,120,169.7517525159414,27.906064730558462,140.06004629091302,1.7856414944699173,5.6024018516365208,4.7451340183988329
MINCO,121,169.75106472194466,27.910208976242899,140.05728569377197,1.783570051929779,5.6022914277508784,2.134890429480091
MINCO,122,169.75053045202367,27.907188138272595,140.05523523441968,1.7881070793313889,5.6022094093767869,1.2012970484115284
MINCO,123,169.75001026436851,27.898982482848265,140.05312487039367,1.797902911126575,5.602124994815747,1.9433759270550042
MINCO,124,169.74914388158072,27.890893676616486,140.04670150690691,1.8115486980573192,5.601868060276276,2.4776876186499321
MINCO,125,169.74703314561978,27.89865582296602,140.01882249321451,1.8295548294392536,5.6007528997285805,3.6461031352232522
MINCO,126,169.74599292422653,27.903047528468445,139.99397308398161,1.8489723117764676,5.5997589233592642,4.9488877272720826
MINCO,127,169.74464958115792,27.924644641979324,139.97949940182201,1.8405055373565895,5.5991799760728806,2.1455864757127179
MINCO,128,169.74367553273004,27.956784187762331,139.96343319205292,1.8234581529147762,5.5985373276821164,2.2776670235138647
MINCO,129,169.74288636878146,27.98674479465835,139.9486656499349,1.8074759241882234,5.5979466259973956,2.7732230612694084
MINCO,130,169.74122099514429,28.047135208042803,139.9149835610053,1.7791022260961706,5.5965993424402116,2.4282364076720753
MINCO,131,169.73956322939591,28.085082946273829,139.88294410206908,1.7715361810530319,5.5953177640827629,2.8455111524208005
MINCO,132,169.73931102026151,28.128958713667121,139.84177191230577,1.7685803942886105,5.5936708764922312,4.7342727568888323
MINCO,133,169.73803780093692,28.090034061914693,139.86186741972199,1.7861363193002293,5.594474696788879,0.98959973445283267
MINCO,134,169.73787657285826,28.076332908844073,139.86698939197723,1.7945542720369421,5.5946795756790895,0.92793541103509225
MINCO,135,169.7374546854831,28.058957572945658,139.87211026709173,1.8063868454457219,5.5948844106836688,0.89144208691430138
MINCO,136,169.73742845340587,28.019936309843175,139.88490296810849,1.8325891754541761,5.5953961187243397,4.3504188482209498
MINCO,137,169.73668877388783,28.030898224491494,139.88211029005902,1.8236802593373247,5.5952844116023606,1.1326741105864464
MINCO,138,169.73647542332438,28.040055829404771,139.88025487478319,1.8161647191364318,5.5952101949913278,0.79967923629747162
MINCO,139,169.73621961405513,28.049796742743663,139.88001035361185,1.8064125176996013,5.5952004141444744,1.3337065825277226
MINCO,140,169.73609152605533,28.046647266391091,139.88401086888828,1.8054333907759561,5.5953604347555315,1.4228749803196938
NUBS,0,435.37069055405448,235.37069055405448,200,0,8,889.36480753512421
NUBS,1,386.47378372431552,102.72605338360736,283.74739136687123,0.00033897383691482033,11.34989565467485,354.13536320594437
NUBS,2,316.38419579039265,23.652595387068597,292.73160040332408,0,11.709264016132963,125.61032768979712
NUBS,3,291.87460340840943,15.13310282197294,276.74150058643647,0,11.069660023457459,108.12945262739969
NUBS,4,269.06231265445712,56.429887277026587,212.63242537743054,0,8.5052970150972218,273.46994419011321
NUBS,5,246.63392648689964,12.50686683261514,234.12705965428449,0,9.3650823861713803,102.5844448338609
NUBS,6,232.74001170634315,11.951804498285117,220.78820720805803,0,8.8315282883223212,64.105204267742181
NUBS,7,222.88832265644024,22.597823689837728,200.29049896660251,0,8.0116199586641006,81.465567851153736
NUBS,8,216.41691196253319,27.997240938570094,188.41963680079724,3.4223165861561397e-05,7.5367854720318892,137.43921919500812
NUBS,9,209.00465122681106,30.851918541509093,178.02187211929356,0.13086056600841892,7.1208748847717427,90.416789150296125
NUBS,10,206.40488061620195,33.919095678585997,172.07648958346007,0.40929535415589613,6.8830595833384027,117.56676121458798
NUBS,11,203.86546510700683,31.274019329775591,172.27378137744495,0.31766439978629435,6.8909512550977974,58.369072664848055
NUBS,12,201.88320434030194,33.414640728950843,168.01885561116387,0.44970800018724005,6.720754224446555,82.640141307657771
NUBS,13,198.8081735296673,33.612714868074434,165.02784183784451,0.1676168237483755,6.6011136735137796,109.44649135373174
NUBS,14,193.7749756643112,35.080870843003638,158.59758001437191,0.096524806935654336,6.3439032005748768,101.35136954744557
NUBS,15,189.0805974864505,37.243027021278621,151.72744711624264,0.11012334892923857,6.0690978846497057,154.79766167381709
NUBS,16,186.56639179033212,36.735716604164651,149.15426178853696,0.67641339763050323,5.9661704715414778,193.29028402768671
NUBS,17,180.82472743147821,29.361114078484601,149.6189039136996,1.8447094392940091,5.9847561565479843,142.30718875663314
NUBS,18,178.96654972798973,26.539371572265033,150.96972817510547,1.4574499806192263,6.0387891270042191,124.11455751865195
NUBS,19,178.2429367217712,26.145979826433365,149.51706296497042,2.579893930367418,5.9806825185988171,92.347667622106101
NUBS,20,177.66221197623182,25.552725188926622,150.58397042036432,1.5255163669408816,6.0233588168145724,52.500348960844434
NUBS,21,177.07104856879323,25.28951423634263,149.82689213694377,1.9546421955068487,5.9930756854777503,60.943539932844402
NUBS,22,176.41799148962028,25.119688398578962,149.16500982711236,2.1332932639289544,5.9666003930844944,51.837750478900233
NUBS,23,175.18645310187949,25.652430737252917,147.48875552378814,2.0452668408384116,5.8995502209515251,53.109842023004539
NUBS,24,174.55382493954301,26.665135587377918,144.87599182887277,3.0126975232923368,5.7950396731549105,149.19978904914763
NUBS,25,173.54854764210185,26.567193239850205,144.69668662258798,2.2846677796636592,5.7878674649035187,57.311299560606827
NUBS,26,173.18744875432179,26.875226651794065,144.12487227446809,2.187349828059642,5.7649948909787234,34.085319124017595
NUBS,27,173.04761932650254,27.139987754159677,143.65613666857394,2.2514949037689185,5.7462454667429572,33.925853437776922
NUBS,28,172.77439889545946,27.552064953734401,142.96290807705881,2.2594258646662291,5.718516323082353,27.935029187015775
NUBS,29,172.53747541967326,28.00002473036853,142.2605356139932,2.2769150753115257,5.6904214245597284,26.165128966762719
NUBS,30,172.47719063108451,28.131610182841694,142.52097108122607,1.8246093670167522,5.7008388432490431,39.764254804907281
NUBS,31,172.40707963536184,28.070260381106046,142.43983675899509,1.8969824952607275,5.6975934703598039,20.547380969763552
NUBS,32,172.37912212932608,28.053690567855959,142.42325349323491,1.9021780682352085,5.6969301397293961,12.521298318616701
NUBS,33,172.32955017279176,28.140269220419647,142.3454936503793,1.8437873019928317,5.6938197460151718,14.156742954900759
NUBS,34,172.26355437843705,28.373022998725801,142.13909736210729,1.7514340176039738,5.6855638944842912,22.111486913858595
NUBS,35,172.20671342322805,28.783561435314006,141.69892855087659,1.7242234370374736,5.6679571420350632,33.707165875416536
NUBS,36,172.14681209343723,29.071354026225329,141.37591111204233,1.6995469551695686,5.6550364444816932,16.27084387866482
NUBS,37,172.11548068851729,29.133607969278906,141.2263052255181,1.7555674937202832,5.6490522090207236,11.157322517200541
NUBS,38,172.08057980982929,29.239878120050953,141.00891980226115,1.8317818875171996,5.6403567920904463,10.010062546567196
NUBS,39,172.06692374643552,29.305385195600437,140.89991443754099,1.8616241132941023,5.635996577501639,21.995288840355954
NUBS,40,172.04643211201298,29.324957934712863,140.83003937558712,1.8914348017129996,5.6332015750234845,12.370561525970324
NUBS,41,172.0256040103103,29.335736811033946,140.79000636357355,1.8998608357028122,5.631600254542942,10.213632995798008
NUBS,42,172.00169163022497,29.326172655870504,140.77839360006749,1.8971253742869885,5.6311357440026999,15.343550779683765
NUBS,43,171.95679753779064,29.286534805520041,140.78324182732041,1.887020904950182,5.6313296730928162,21.808818563426382
NUBS,44,171.94105041011693,29.222638944731834,140.74743472335643,1.9709767420286672,5.629897388934257,46.034698358885464
NUBS,45,171.86952141920634,29.164039539209334,140.76950441896338,1.9359774610336171,5.6307801767585355,18.393302104627889
NUBS,46,171.83642392093816,29.121562619101802,140.77137413429693,1.9434871675394023,5.6308549653718778,13.781480793462929
NUBS,47,171.79375831787706,29.050902030007734,140.76147429048166,1.9813819973876705,5.6304589716192659,19.045538728871847
NUBS,48,171.74746738600209,28.965517583393382,140.67626436348334,2.1056854391253581,5.627050574539334,47.149705868833429
NUBS,49,171.68115929490583,28.872916103133612,140.63814347760527,2.1700997141669398,5.6255257391042104,31.671076648298687
NUBS,50,171.57191072817659,28.721985040787331,140.52684870563127,2.3230769817579997,5.6210739482252503,22.613986223699559
NUBS,51,171.49489455935426,28.645207765065102,140.43467869713245,2.4150080971567029,5.6173871478852977,28.571482029933481
NUBS,52,171.32473486646492,28.566294270979725,140.28557467683819,2.4728659186470012,5.6114229870735279,34.139661432119659
NUBS,53,171.15837730206206,28.763225007151242,140.07500844599235,2.3201438489184731,5.6030003378396946,65.43363675921573
NUBS,54,170.85680636944241,28.627032304860293,140.04759890355771,2.1821751610243987,5.6019039561423085,37.302133190720816
NUBS,55,170.69368533827273,28.662121403687355,140.08187865404739,1.9496852805379676,5.6032751461618959,28.716864677855931
NUBS,56,170.56092593816021,28.839796830433009,140.10279035487832,1.6183387528488768,5.6041116141951335,30.842264374367456
NUBS,57,170.45801765935789,28.829695209085848,140.11572563018166,1.5125968200903939,5.6046290252072666,21.871975848905162
NUBS,58,170.3150009928267,28.745051358287171,140.1537677544369,1.4161818801026078,5.6061507101774755,20.45829631417001
NUBS,59,170.28036788611965,28.597482825643411,140.17934070563615,1.5035443548401046,5.6071736282254463,29.007356353791295
NUBS,60,170.2225505898985,28.469385178616058,140.19990037442153,1.5532650368609147,5.6079960149768615,14.004427876156729
NUBS,61,170.19069686414588,28.308649799343932,140.2190142744148,1.6630327903871427,5.6087605709765924,13.587506325583568
NUBS,62,170.13852484245479,27.982163079411841,140.29670947014577,1.8596522928971915,5.6118683788058306,28.086011783507651
NUBS,63,170.09004357855048,27.885169281903949,140.32394161507489,1.8809326815716383,5.6129576646029955,14.637823569665791
NUBS,64,170.07080066216912,27.851025879416731,140.34850960560632,1.8712651771460644,5.6139403842242528,8.7717635875015034
NUBS,65,170.06380561527754,27.842079929321756,140.35753156922149,1.8641941167342895,5.6143012627688593,8.8033889032855281
NUBS,66,170.03451231213418,27.870707139321578,140.3803294920491,1.7834756807634986,5.6152131796819642,8.8913509771478676
NUBS,67,170.01979748041404,27.875628928673109,140.39336911182647,1.7507994399144684,5.6157347644730589,21.146913323547381
NUBS,68,169.99762047539804,27.946986400203265,140.38751999646641,1.6631140787283738,5.6155007998586566,5.9807515439460541
NUBS,69,169.99051818876396,27.956440068759754,140.3737421783926,1.6603359416116099,5.6149496871357041,6.1355922364867421
NUBS,70,169.97105913177415,27.935402747770468,140.34754414284595,1.6881122411577416,5.6139017657138375,9.7065788624241236
NUBS,71,169.95785539942312,27.904098233882145,140.33742536249929,1.716331803041705,5.6134970144999716,17.271586313251788
NUBS,72,169.94122266727268,27.857396221279039,140.33825179760873,1.7455746483849082,5.6135300719043499,11.501511872058536
NUBS,73,169.91350858970677,27.745865325048022,140.35372770231248,1.8139155623462619,5.6141491080924997,10.296049163534352
NUBS,74,169.895733859568,27.670843371432415,140.35985694361807,1.8650335445174933,5.6143942777447222,11.535686264159164
NUBS,75,169.88398242183661,27.581043628747832,140.34851597596813,1.9544228171206512,5.6139406390387245,26.962241439664684
NUBS,76,169.84857620164507,27.591966273738709,140.32591475944943,1.930695168456944,5.6130365903779778,8.3632186029633271
NUBS,77,169.84150969606833,27.628733399583076,140.30731127341568,1.9054650230695909,5.6122924509366268,5.5552513077545438
NUBS,78,169.83120505267169,27.677201331689538,140.27628220769287,1.8777215132892757,5.6110512883077153,6.3950137610851412
NUBS,79,169.82215100369982,27.747446158096118,140.23499480812035,1.8397100374833351,5.6093997923248144,9.943203215298082
NUBS,80,169.81465716750276,27.827986900219074,140.20305194664078,1.7836183206428866,5.6081220778656311,6.9878457998258243
NUBS,81,169.80958755692379,27.818244290892409,140.20197984540971,1.789363420621682,5.6080791938163888,4.7891796409042495
NUBS,82,169.80290354378835,27.837336800784925,140.18609590336362,1.7794708396397874,5.6074438361345447,8.5263502715718129
NUBS,83,169.79631112251707,27.875683029808293,140.15831018354072,1.7623179091680339,5.606332407341629,4.8881144849853033
NUBS,84,169.78957280952866,27.932372766283411,140.11481907985717,1.7423809633880774,5.6045927631942867,4.0780150279985268
NUBS,85,169.78458504790461,27.965480627357266,140.07613171550861,1.7429727050387434,5.6030452686203445,3.6937216251274747
NUBS,86,169.78292276258077,28.013275602881208,140.03391248143535,1.7357346782642187,5.6013564992574141,6.937988631676407
NUBS,87,169.7799179945325,27.994688422005808,140.03880483658418,1.7464247359424987,5.601552193463367,3.4249163598203491
NUBS,88,169.77652536897509,27.977539720927442,140.03785658278886,1.761129065258773,5.6015142633115547,4.0074599270596822
NUBS,89,169.77278948883597,27.976872859166143,140.02245485137587,1.7734617782939444,5.6008981940550342,4.8267903740634646
NUBS,90,169.76866039597621,27.992448530599834,139.98621776656185,1.7899940988145255,5.5994487106624744,5.1060876279999228
NUBS,91,169.7680271827179,28.001621993428511,139.97907807673718,1.7873271125522063,5.5991631230694869,4.3814195141165087
NUBS,92,169.76747203797979,28.003859551828082,139.97750629517154,1.7861061909801697,5.5991002518068616,1.7552768215032284
NUBS,93,169.76727887910832,28.006237683827852,139.97513701203818,1.7859041832422851,5.5990054804815266,1.0859755894454446
NUBS,94,169.7671362940807,28.005811799021775,139.97426673350253,1.7870577615563736,5.5989706693401011,1.4537374013287303
NUBS,95,169.76667221167531,28.001805436733711,139.97226024103011,1.7926065339114854,5.5988904096412044,2.5374397751628686
NUBS,96,169.76610365607641,27.996572761621685,139.9697969381383,1.7997339563164438,5.5987918775255316,2.7122209006314275
NUBS,97,169.76556890668829,27.991834319146612,139.9638197200845,1.809914867457179,5.5985527888033806,3.0729130611328652
NUBS,98,169.76520700353527,27.997597449879169,139.96110392144425,1.8065056322118374,5.5984441568577701,2.3692415077915374
NUBS,99,169.76494528920287,27.99799103653331,139.96258360425614,1.8043706484134123,5.5985033441702452,0.89268101562372593
NUBS,100,169.76481991006605,28.001058012469681,139.96248298966822,1.8012789079281488,5.598499319586729,0.9304365920124007
NUBS,101,169.7646716976887,28.006615825573782,139.96146605854102,1.7965898135738785,5.5984586423416403,1.3846560458732002
NUBS,102,169.76439215134891,28.017528729625077,139.9595125282313,1.787350893492555,5.5983805011292525,1.606652476693988
NUBS,103,169.7640950607281,28.031294345605801,139.95851185946512,1.774288855657181,5.5983404743786052,2.7435557682394358
