s,M,index,t,x,y,z,next_duration
4,8,0,0,0.25863752675858848,0.28664186637271483,0.27021980252394712,0.82999999999999996
4,8,1,0.82999999999999996,0.74413508236698289,0.76475481975325699,0.61640216002748072,1.1949999999999998
4,8,2,2.0249999999999999,1.1952792063288045,1.0794885063563191,0.69098061091154328,1.01
4,8,3,3.0350000000000001,1.6047548197532571,1.2654517066815061,0.8348369674791053,0.82499999999999996
4,8,4,3.8600000000000003,1.9705485228854751,1.4247927529282101,1.3169760703816564,1.1899999999999999
4,8,5,5.0500000000000007,2.2964021600274807,1.6748369674791053,2.037733943337666,1.0049999999999999
4,8,6,6.0550000000000006,2.5914957025328986,2.0877196455145448,2.641086394612381,1.3699999999999999
4,8,7,7.4250000000000007,2.8693923990040453,2.6535375814639335,2.9112344773286942,1.1850000000000001
4,8,8,8.6100000000000012,3.1463790804389973,3.2862467123202341,3.0129275054966516,0
