s,M,total_time,t,nubs_x,nubs_y,nubs_z,minco_x,minco_y,minco_z,err_d0,err_d1,err_d2,err_d3,err_d4
4,8,8.6099999999999994,4.9609999999999994,2.2610535683278576,1.6268505931167359,1.9731149285839353,2.2610535683278643,1.6268505931167352,1.9731149285839362,6.7532230144642601e-15,6.486021350661688e-15,3.4460858150901066e-14,6.4009436462523636e-14,3.0505777265871979e-13
4,8,8.6099999999999994,4.9815000000000005,2.2691291045684601,1.6376294508512153,1.9879248577717072,2.2691291045684663,1.637629450851215,1.9879248577717088,6.4124390589420215e-15,7.0324106452875178e-15,3.4934568231642442e-14,5.6396051338086627e-14,3.1300587651278484e-13
4,8,8.6099999999999994,5.0019999999999989,2.2772503494724305,1.6485836152292177,2.0027848084173114,2.2772503494724368,1.6485836152292173,2.0027848084173123,6.2960511820787992e-15,7.3459523751365855e-15,3.5854252509282212e-14,5.0045942854758771e-14,3.2112547992944168e-13
4,8,8.6099999999999994,5.0225,2.2854098281616997,1.6596989067972523,2.0176876977894285,2.2854098281617072,1.6596989067972527,2.0176876977894302,7.7683884589667242e-15,8.1531501406827003e-15,3.6742671758351781e-14,4.6100331695899779e-14,3.2811025703805306e-13
4,8,8.6099999999999994,5.0430000000000001,2.2935999164860119,1.670960647537564,2.0326261889280897,2.2935999164860199,1.670960647537564,2.0326261889280919,8.2962710889009219e-15,9.0194944897658678e-15,3.7644892937449168e-14,4.0367867952828732e-14,3.3552264183725997e-13
4,8,8.6099999999999994,5.0635000000000003,2.3018128613225293,1.6823536951183928,2.0475927047311777,2.3018128613225297,1.6823536951183933,2.0475927047311786,1.0877919644084146e-15,5.1493886505412912e-15,2.3751429415569591e-14,3.4510260789425143e-14,3.3765166413681033e-13
4,8,8.6099999999999994,5.0839999999999996,2.310040801068391,1.6938624790713761,2.0625794428219359,2.310040801068391,1.6938624790713765,2.0625794428219373,1.4043333874306805e-15,5.6708383718283058e-15,2.3384553489524828e-14,3.1858951867305248e-14,3.3964805783297622e-13
4,8,8.6099999999999994,5.1044999999999998,2.3182757862935168,1.7054710388911345,2.0775783911912908,2.3182757862935173,1.7054710388911358,2.0775783911912917,1.6616296724220897e-15,6.0211049877198889e-15,2.3604277610322619e-14,2.963796457105718e-14,3.3764306255222407e-13
4,8,8.6099999999999994,5.125,2.3265098005198244,1.7171630639846287,2.0925813445857542,2.3265098005198253,1.7171630639846298,2.0925813445857555,1.9484335006297032e-15,6.8681450874226363e-15,2.3949327689038578e-14,2.9235146877551925e-14,3.3728482413616955e-13
4,8,8.6099999999999994,5.1454999999999993,2.3347347810921639,1.728921935343892,2.1075799215933051,2.3347347810921639,1.7289219353438932,2.107579921593306,1.4217791915866692e-15,7.1134459291437992e-15,2.3538398347836564e-14,3.0769205706842856e-14,3.3127561221988185e-13
4,8,8.6099999999999994,5.1659999999999995,2.3429426401061115,1.7407307688059579,2.1225655823762968,2.3429426401061111,1.7407307688059586,2.1225655823762968,8.0059320849734419e-16,7.049041960805077e-15,2.3093262320037691e-14,3.2828264195608923e-14,3.2824951024959502e-13
